distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
4172,13940.847,27158.864019999997,52216.11737,44136.7211,19220.0472,46276.289769999996,RE-E,3653,IT-10,52436,30119.797000000002,20005,12986,1084,15.609342760847035
3569,17822.6537,27639.768030000003,39697.591389999994,42513.6603,43755.2062,31981.83735,RE-7,3879,IT-1,36324,23698.807999999997,459,10096,1390,-4.7986935456652215
6314,8243.8177,24364.28016,24877.47224,52260.2455,46831.7179,25073.94757,RE-10,4659,IT-B,30360,,29762,8140,1191,-37.881639592452295
5577,4839.247,20089.38682,13917.842319999998,62354.5532,14539.3569,9860.240590000001,RE-5,4010,IT-E,72672,15194.958999999999,9309,12526,951,-53.947372043969615
5963,3361.2659,2740.7754,52707.09235,51791.9441,23813.5591,39615.04799,RE-0,669,IT-12,72743,23953.502999999997,24151,12159,1408,6.059188903035484
5065,18427.5792,35648.73734,35485.15151,48729.0158,21575.661,41488.01226,RE-8,2320,IT-D,68154,18667.867,19515,12228,1300,19.850488229131667
5943,8052.8357,12294.91101,27304.624989999997,53041.1401,11845.6778,38298.86658,RE-B,1038,IT-6,29643,23401.523999999998,30088,15788,1239,-30.73550617342865
6083,1841.4245,14982.416980000002,27771.93612,69550.958,30476.6584,32860.93587,RE-1,3645,IT-12,59272,27243.697,29758,10111,1935,20.0880407683545
4619,4258.2416,11203.90091,17251.67199,38504.9419,40796.2536,36981.55586,RE-5,2896,IT-12,27104,24208.71,15071,15991,1274,-12.838477338942955
5833,5285.1675,14548.439080000002,34018.18683,58103.005999999994,33963.5761,33159.567930000005,RE-E,3202,IT-7,58610,20713.251,28872,16402,1475,-3.4825867811914133
4381,5249.7616,32065.38667,47803.31605,39470.3212,26051.835,32254.99035,RE-D,4942,IT-3,36259,20418.139,26146,13750,1310,-36.38401031346962
6205,14394.902,32525.06663,18148.7755,31048.738999999998,18061.538,27009.916360000003,RE-D,3958,IT-0,33305,29031.456000000002,12131,13780,1530,17.68756622987901
7499,10788.2868,9777.816579999999,13731.39726,49888.5966,33875.6072,30713.737830000002,RE-9,1817,IT-10,38332,26598.397,2891,16692,1177,-26.46444342152319
6378,5401.4314,44171.093160000004,15180.444769999998,38959.1879,33593.4595,35169.62044,RE-B,1737,IT-9,50524,38895.995,30902,9466,928,-3.7126539715880873
5253,1935.0779,4188.77968,5737.70726,29045.73,40549.7004,13336.06917,RE-F,4198,IT-6,20623,34595.508,22703,13626,1699,-14.601031944467712
7262,4068.8425,29458.58103,28284.278060000004,16944.5735,66722.2197,39491.794069999996,RE-C,3128,IT-B,47726,31259.392000000003,5697,7908,1330,12.175869612155605
5948,9317.6195,10490.87817,8990.0536,52246.295999999995,34118.2211,35606.61995,RE-10,2797,IT-4,33320,23434.658,22364,10642,1420,-21.046026484832204
4898,13594.4334,7926.04497,38850.50322,61421.8551,45666.1849,17743.44234,RE-5,2784,IT-B,50571,24197.542,29000,13101,1034,-23.607358422153176
6228,10310.3229,30332.986289999997,16979.226909999998,66241.3711,50012.6469,28131.9752,RE-D,1631,IT-F,40167,31485.86,5543,13195,1512,-17.4468387762968
4059,7154.0761,8958.28278,43908.679339999995,31849.2627,26088.0463,13263.5543,RE-C,4793,IT-D,56221,29029.224,28168,14211,726,-28.95668036094276
3504,13782.1585,3646.55678,25338.840780000002,41953.2588,20598.4258,37809.69897,RE-10,3362,IT-4,23371,,21673,17605,1508,-9.974589704914408
5182,7506.0162,35184.63295,45552.65737,26564.4391,69183.9756,45255.30758,RE-11,2995,IT-4,61334,25646.308999999997,25727,19727,1678,55.628266513472454
4130,3589.4488,19443.06511,9929.10657,27253.5375,11643.8894,38959.60626,RE-1,1226,IT-D,52521,26422.334,21250,25751,1379,11.146626166393533
5553,13628.2229,16095.15738,45185.383160000005,48402.7857,31994.7599,33155.55791,RE-1,2992,IT-4,47481,23635.787999999997,31173,12630,1298,-5.715066111530135
5662,2634.0824,40176.94463,21260.31156,55321.903,49587.6334,33162.12064,RE-8,2390,IT-1,14394,36201.888999999996,20816,19660,1402,-2.8249182748567567
4801,17333.2423,34082.81021,10197.288990000001,38172.6222,37092.7814,42691.30767,RE-0,3537,IT-D,74211,19837.95,16926,16445,1460,45.311690634534514
5579,12462.4155,28924.44061,2352.57628,25369.7071,31164.117000000002,34950.36947,RE-5,3612,IT-9,23725,32461.318,8349,6933,987,-28.210149160092133
6468,1334.316,17143.44025,50363.96447,33857.3431,39023.0618,35423.86873,RE-4,4190,IT-B,77031,9338.056999999999,25066,18938,1442,4.902981961654373
5490,17361.925,26053.271419999997,48603.677,61308.4892,34990.2532,36334.27759,RE-C,4820,IT-0,54724,24204.982999999997,9420,15574,1819,24.43252022890585
4587,11715.1212,40069.36726,15730.70356,53738.5768,32194.1232,27460.86273,RE-2,2586,IT-9,46760,22787.751,8981,14514,1166,-15.451215228203692
4946,14813.4144,28983.01037,25045.15551,51085.6521,40309.7613,22765.974430000002,RE-9,3145,IT-C,48192,20522.781000000003,21767,20580,1869,34.128215941911364
3333,14928.5792,1325.35843,48572.749910000006,36959.8953,46133.7487,39500.02462,RE-11,1569,IT-12,78750,24324.27,9255,11153,1154,22.6734618411026
5162,13360.1395,30664.21719,53011.57744,53168.2636,34984.7902,34063.263569999996,RE-D,3467,IT-11,17525,35528.539,31215,14258,1224,12.903672649820752
5947,8028.3677,32331.755830000002,35723.784060000005,45355.1439,49852.7307,21743.56629,RE-B,956,IT-10,17499,25175.639,1593,15739,945,-50.85628830756913
4954,11291.9724,30442.516730000003,28579.223560000002,44447.3629,40068.602999999996,47372.98288,RE-10,1620,IT-F,28708,41749.927,15880,23453,1564,53.76717749247778
5860,16258.3895,7585.43988,45012.8531,34511.7748,30287.9865,25569.53916,RE-6,3601,IT-7,70361,28592.443,6417,12399,1182,6.092910929067068
5026,12167.3652,12111.7584,57232.500629999995,43344.7193,48226.4382,27497.5782,RE-0,2786,IT-9,48155,17829.45,10132,27681,1406,-7.6541934843281565
6457,11975.7055,14066.996809999999,47540.20809,42786.1885,33796.7452,26220.81291,RE-7,570,IT-9,45898,27829.992000000002,16727,9386,1391,-4.7811458040359645
3175,1716.545,39214.16951,29524.406919999998,52116.6369,38478.1484,26083.96784,RE-F,4677,IT-B,36080,15376.376,16438,17124,1354,-33.666426133111294
7606,11354.8873,22203.60347,20606.888280000003,37462.7763,36759.6949,39682.60837,RE-2,502,IT-7,70368,24054.1,1147,22982,1038,2.769458753390244
6123,3951.3003,8623.97036,14375.784130000002,39204.508,25959.886000000002,35804.96724,RE-9,2249,IT-3,54863,18076.452,8209,22097,1171,-34.76534578279737
3427,13294.044,9369.045259999999,60318.00543,48867.6251,45732.4872,38858.85152,RE-A,1510,IT-3,62717,33599.516,27899,24065,1080,25.44102364659812
3420,9472.7641,15163.070930000002,24797.07404,57942.8187,55155.8229,31658.528169999998,RE-9,4808,IT-9,53521,29649.042999999998,657,15773,1258,22.42178142235149
4011,1627.5346,21525.07298,59552.38156,45440.8905,38931.4316,22641.56656,RE-9,2604,IT-5,36841,18731.928,27149,7853,1660,-30.31246570289296
7115,5660.3103,37541.01895,24532.1126,37964.282999999996,33321.0786,40536.96445,RE-F,1548,IT-7,57871,32557.916,20148,12823,1376,16.039368789802566
6969,13644.993999999999,27589.07364,40961.2793,45553.8128,33726.5454,37587.96937,RE-1,3027,IT-2,61398,32641.641,15831,15785,1250,14.226885312063818
5198,15597.3927,36958.1243,32474.198060000002,69366.17,48946.2653,32688.57455,RE-C,4803,IT-A,48124,26004.366,23924,15644,1316,27.15924153789392
6629,10776.6382,17329.57619,59449.12412000001,43181.9388,61826.8836,27061.609310000003,RE-C,1339,IT-9,76785,34072.584,8028,19272,1295,0.8650739883837171
4455,15633.155,35363.12702,17363.20869,24650.2226,65565.2282,37892.34749,RE-6,2907,IT-6,50051,32677.486,23889,16114,1566,62.20210698222045
6628,6068.5929,6352.80798,37694.98719,38927.0364,40078.1162,21823.67201,RE-9,3601,IT-10,63208,28068.597999999998,22947,9715,1510,8.856890761471428
5677,2088.2294,4282.86354,14213.863430000001,46540.1159,31961.8934,24696.57997,RE-C,2936,IT-2,14522,,11946,9763,1376,-57.38577585392625
7403,10266.3007,20047.92913,31532.31177,35112.0246,40566.4441,29662.828999999998,RE-B,4939,IT-A,27343,32264.592,22540,11685,1814,-11.574677403113787
5646,12804.1486,2146.90939,2732.06338,44963.712,34212.3921,45422.54703,RE-B,1293,IT-D,19890,25347.499,10313,24177,1298,1.325817065913944
4173,11872.127,22740.951080000003,5200.47088,53186.6248,23727.9135,40162.03432,RE-F,516,IT-7,56233,26610.175,26007,16924,1513,18.87150832122101
4849,8492.6391,38489.26844,47947.74748,34692.7827,55246.6014,14605.89349,RE-7,3084,IT-5,76046,22754.671000000002,24959,7416,2030,29.29322520600344
2834,9471.0337,18871.60574,12779.81522,41678.5481,48514.5556,48192.62392,RE-1,3606,IT-13,27938,29845.619,27706,13396,1423,27.330183470487434
6006,17771.5479,6897.635940000001,57269.369529999996,22582.2388,33311.637,28379.221589999997,RE-11,904,IT-8,53585,22322.468999999997,2295,21115,1129,5.693053695139907
6779,15069.166000000001,7178.65364,3509.84256,32380.0682,38791.789,19927.11173,RE-C,2238,IT-F,37711,,2536,15169,1295,-8.556433019019005
4108,9928.7831,13431.94945,16200.4331,27029.551,33469.9418,19125.25644,RE-4,3142,IT-0,25019,31883.326,27618,10886,1012,-37.68246390739973
3969,8066.4014,40135.94622,9835.74579,53192.0555,43269.1124,43123.43183,RE-4,2373,IT-A,27600,,5088,12895,1295,-17.273310403723585
5408,8889.7485,8475.11866,1392.30798,37415.1815,22054.7093,33330.95179,RE-10,1426,IT-12,34952,34601.532999999996,6222,968,1270,-30.431722395073585
4085,6167.4281,20468.274830000002,9710.00453,30867.6812,41608.7106,35953.681319999996,RE-1,3940,IT-A,42272,34750.863,6938,15124,1567,17.922579376997398
5910,2678.4381,19734.58309,37178.84275,46262.1157,34767.8447,29125.628380000002,RE-1,797,IT-E,63305,20918.198,7847,10741,1265,-19.171430584145785
6567,6426.2625,31088.99042,7404.54162,34064.8112,23985.4196,17473.328840000002,RE-9,3851,IT-0,47029,29411.785,24994,13015,1516,-4.836538668509607
6750,4735.4564,5339.35953,42075.06379,32836.9978,25673.4861,24204.499,RE-11,1740,IT-0,55646,32752.815,12097,23364,1822,24.313103166099033
6460,6039.609,7208.72568,47079.52792,46190.1203,24377.5707,40026.09764,RE-C,2278,IT-A,61492,21602.037999999997,16202,15894,1365,-5.094772032480421
4832,10075.005,27444.61072,18327.13697,50005.6772,24859.3392,52361.08118,RE-7,3331,IT-A,67125,19354.34,31330,12441,1071,5.749832497131258
7215,17701.5107,39201.85814,37591.48621,45401.2038,32050.1993,28532.292439999997,RE-2,4341,IT-3,40624,33383.509,27911,10569,920,1.9885228795730023
6267,16303.8966,38276.69022,49233.500980000004,38812.0004,53082.5144,29909.21894,RE-5,4961,IT-F,18234,32605.613999999998,5682,5143,2107,-610.4119682878458
3197,10586.8469,37194.089960000005,38541.466210000006,30011.7402,36091.8746,22182.546769999997,RE-4,3185,IT-F,49781,28024.764,16321,14721,1115,0.03032851506125378
5991,5058.0967,4333.26323,7342.932559999999,46744.1287,53356.7081,50726.53827,RE-C,1322,IT-10,68290,,25943,12610,1148,36.663960082501575
5000,16230.6368,23420.32622,51657.22008,56789.5024,37428.24,19295.712180000002,RE-D,3472,IT-E,58520,39605.367,20861,14553,1383,32.71202065202333
8056,3900.7573,22892.00852,5044.87385,43008.1055,22611.8955,22887.47036,RE-7,1053,IT-9,49184,21361.51,17092,18017,1085,-28.138185968206958
5422,7743.6932,23821.31281,41811.28491,41209.0143,23925.3611,24644.79978,RE-F,3001,IT-0,35391,25939.046000000002,33566,17025,1496,0.11252073577722044
5184,11887.5883,1962.4421300000001,47723.67918,39997.8023,50404.8727,42549.94437,RE-11,884,IT-13,36761,31716.001,14793,18146,1059,13.402946741017294
6380,9674.579,5224.15729,50149.75438,42488.8825,38690.7326,25528.3712,RE-E,1776,IT-4,47084,19435.804,17053,19157,1307,-21.081957787799602
5730,3308.0853,29413.192789999997,19593.89755,44093.5604,40138.1914,20493.579990000002,RE-10,4757,IT-E,37200,23623.385,21266,17667,1386,-12.649246833602913
4459,10182.7303,27303.625630000002,29076.950289999997,36827.61,24489.4896,38870.92834,RE-1,3142,IT-3,50234,7764.0740000000005,29657,15165,801,-46.2656540774848
4384,12462.4956,21477.586219999997,19068.21485,32675.4136,46359.6428,26074.90923,RE-11,4968,IT-13,37213,24444.642000000003,16955,20248,1617,24.436852688085185
4252,17252.3787,43977.48093,34233.29128,35707.3026,54219.7577,18711.71404,RE-3,3645,IT-D,64931,24265.377999999997,14546,14136,1262,14.603949799775874
5973,12966.2229,41177.18977,22778.33069,46608.0806,18823.7224,30899.484819999998,RE-A,1822,IT-11,53305,28926.988999999998,31275,16073,1052,-37.522065917965286
2526,15198.3998,27639.546019999998,7579.58629,44094.0668,43841.7714,22241.96117,RE-1,2526,IT-5,42398,,31698,14771,924,-31.806476282423734
3092,6717.0859,37937.85817,42259.097010000005,34870.3141,42045.6012,23688.57287,RE-8,4201,IT-6,50702,25079.438,14261,17873,648,-43.867362450699375
5596,16595.0269,38069.30156,40205.8488,38287.7237,36307.0221,41764.96552,RE-6,3176,IT-B,42728,23219.197999999997,8854,22291,1188,17.732654234494873
5895,6478.3834,21546.36363,11851.57219,35035.2636,48918.5586,21130.42337,RE-E,4303,IT-6,38914,29439.718999999997,4881,11074,1706,-10.502868619666849
3703,2438.8497,22139.10136,6156.27985,58781.6168,19108.8013,37537.03894,RE-10,4785,IT-D,41983,22059.964,7441,19915,1347,-25.6223961189819
3950,15097.9372,40027.71718,17766.397930000003,44641.3415,64219.1656,36660.94562,RE-F,3968,IT-F,66521,28291.297000000002,17527,11263,1176,41.09703830125486
4830,6010.2312,6099.2526100000005,23773.97058,38374.0224,28737.6387,10964.326159999999,RE-1,4581,IT-E,40490,25746.575,7947,3773,1498,-33.796796061061904
3268,4095.5651,15826.707519999998,12650.07605,27103.7682,50971.7404,22235.53854,RE-4,1207,IT-11,52530,25222.647999999997,17329,12298,1194,-18.73156736833445
4342,15987.2254,1608.23128,44063.989160000005,40995.6239,32951.1604,34698.16089,RE-8,3958,IT-D,51786,,29816,10904,1279,10.420208146962645
5192,1161.5624,7282.1091,19532.75875,47212.3183,54671.912000000004,15384.80805,RE-9,3592,IT-2,85953,30644.887000000002,14298,17987,1242,-16.052347985864824
4310,3843.46,6991.577009999999,19687.381419999998,36322.242999999995,43324.0155,22883.02136,RE-11,4584,IT-10,56253,28987.658,10065,13448,1778,13.299176828804748
7280,1769.7186,43247.9267,35998.63671,54644.1166,25683.9788,37030.008480000004,RE-A,1554,IT-10,57165,34732.336,5236,10532,1500,4.689441454184829
5733,9780.4438,13560.47975,53549.97429,49853.2076,41283.2652,36381.69674,RE-F,551,IT-9,49250,28484.179,31608,6548,1297,-0.08014877668658738
4846,10683.5575,27329.27891,51243.337060000005,21051.9992,26565.1242,40147.680239999994,RE-3,4584,IT-A,44230,20174.18,7526,17405,1488,9.292533917403507
5556,13897.6776,10622.98234,9947.68886,27425.615,37462.2015,22978.00264,RE-8,2877,IT-D,36875,33274.18,30896,13482,2032,52.02999096128028
6408,5837.7761,28056.140030000002,14817.610190000001,25797.5124,52458.9489,37272.20694,RE-6,3322,IT-4,31504,25767.66,1994,14655,1000,-29.873421570462572
5587,4693.7592,39496.108589999996,21555.57974,33139.0034,29973.8549,21039.83307,RE-8,3218,IT-1,32797,35564.375,32987,32065,1045,2.2622486134907778
4376,12046.7478,37383.039580000004,23975.48,16615.0279,36136.2833,25519.74536,RE-D,3094,IT-F,71434,21936.792,2683,8561,1963,42.89069689771526
4512,17195.1663,32055.0486,55226.62813,14523.6447,39252.435,34670.02765,RE-8,2489,IT-A,43482,25505.715,1401,8038,1699,27.00446443094829
6487,5524.799,7777.55456,22959.8185,31629.1135,2515.1028,19356.503630000003,RE-A,1969,IT-C,49391,33163.839,30077,21748,1449,23.22629150962273
8179,7769.3726,12399.67361,13433.6203,34407.8891,37537.7083,19460.53175,RE-7,1532,IT-13,55508,27496.664,11371,6545,1327,-9.383225185599148
5895,18283.4336,31382.213060000002,7215.417190000001,50091.3947,38247.9077,41994.28997,RE-3,704,IT-D,33875,20986.176,24182,13476,1212,7.066951359898731
6860,15019.7977,17469.891069999998,40788.09532,44615.3169,39192.9641,39925.851310000005,RE-E,2364,IT-E,50190,19512.924,14577,10125,1408,10.076846558583844
5762,18194.6124,8790.35664,38289.82201,45890.1824,35006.1546,39305.43163,RE-B,760,IT-4,24325,38112.333,16871,18315,1374,16.500249185866274
2525,13605.4429,6144.47265,1037.9144099999999,49343.7257,40949.6902,24680.83682,RE-3,1478,IT-6,49560,26961.512000000002,3539,16469,1230,-22.142795027732237
3787,10313.488000000001,28022.717,26961.83858,40668.4552,26890.0719,34810.68734,RE-E,2646,IT-E,54315,37054.698,28055,9439,223,-36.6173944409731
4535,10135.6509,26270.54935,43315.977810000004,40538.818999999996,33284.3771,31671.626369999998,RE-A,1976,IT-C,55420,14100.06,20335,15454,1525,0.11759921918010807
6963,13948.537,40152.81263,26459.30583,50187.0181,26560.8098,22409.819340000002,RE-C,3152,IT-6,45760,15425.862,8843,20030,1634,4.230056829666647
4418,16443.8834,24429.11496,33530.23635,51304.5558,29658.0196,31948.027560000002,RE-3,3351,IT-E,36424,30642.798,11976,15477,1573,14.19693858121609
6279,10334.5324,20775.33762,57484.09242000001,43166.4472,40702.237,34215.63329,RE-D,4870,IT-11,70672,31183.017000000003,33621,15889,1281,45.767236863966076
4211,1140.2448,22164.19447,49612.37896,37857.6426,32765.3339,18595.60571,RE-D,3055,IT-E,54905,35105.621,26132,16373,1396,7.952990681001435
6376,11025.7269,8659.19746,38555.69937,25424.0236,35080.5625,33668.99739,RE-3,1711,IT-F,52317,26993.75,10456,16992,1090,0.4354359807398427
6176,2489.4647,29745.1941,15781.451280000001,46167.4104,46535.9636,32072.46128,RE-1,1324,IT-8,55887,19170.495,32884,8574,1592,10.826434818348963
5014,1961.6517,15423.533230000001,8849.44493,59417.9397,26836.8704,25426.46005,RE-2,2216,IT-D,24996,22578.647,6732,16487,1563,-28.323062666696305
4705,18493.554,33067.017960000005,12649.97653,44498.7552,32844.7237,27313.471660000003,RE-2,2560,IT-5,45140,,34622,19889,1007,6.9281074906126525
4962,13965.9792,19187.64652,7015.608509999999,33692.942,41448.2881,6231.8489,RE-0,882,IT-3,36355,22430.734,2504,8530,780,-74.97530605982774
5140,15480.9456,1655.66717,51715.02152,55668.0112,43240.7839,34889.37867,RE-4,3361,IT-7,50585,22585.658,33689,15226,1608,27.681127293718625
3840,11966.4129,25802.24766,31277.988830000002,27722.2235,45342.8097,8787.74368,RE-11,3278,IT-E,26026,29116.202999999998,2197,8983,1041,-41.742471006873004
7012,8659.2754,31208.176639999998,56525.00174,41562.5993,43129.565,47379.204880000005,RE-A,1838,IT-12,18100,31272.843999999997,32872,23833,1083,23.241127600323328
5013,5368.2304,23308.8076,53257.24377,49559.8452,28288.3766,33197.49051,RE-5,3080,IT-10,50319,,20698,18534,1357,-23.123506668150426
5511,18166.8237,17680.173319999998,51189.7019,49311.8359,34379.3077,22263.994730000002,RE-8,1913,IT-12,49744,28769.467999999997,30095,18541,1121,21.68368774666523
5297,6764.6084,9641.4897,24885.49148,49149.2259,33800.8364,18927.83081,RE-10,4823,IT-5,36983,26656.972999999998,28321,13224,1529,-13.777677664174812
4576,14834.5639,6807.72326,56630.061539999995,43371.3971,18451.0643,39162.3412,RE-7,2682,IT-9,30489,11908.167,30456,12051,1892,7.429688104074982
6468,6716.3332,29799.30519,18893.45579,54938.4415,57755.1276,10839.501909999999,RE-F,876,IT-13,31727,26959.481,14952,18176,1096,-28.80376322082591
2414,6686.7924,13417.23791,4346.48018,38545.3078,51045.367,38295.11152,RE-3,1662,IT-4,29166,36186.432,19381,22304,1291,8.420729820464219
4814,11269.3551,24048.45638,37043.15934,40339.8578,25305.2756,7135.97228,RE-6,3198,IT-13,26914,11118.775,686,2591,1262,-63.18018026470109
3394,9352.7393,32891.37257,4109.20595,42851.3669,24849.3396,29221.592060000003,RE-E,3203,IT-1,63897,35783.126000000004,27534,14739,1105,46.95963884217856
5682,14418.6116,17214.461330000002,39986.787580000004,51731.0975,30930.3091,45158.18658,RE-F,728,IT-F,22886,35080.586,32543,15490,1289,23.346137726968397
6102,9502.3945,28382.60873,8029.30122,47022.6783,38265.8893,40553.72213,RE-7,2285,IT-1,50667,21992.789,32057,5653,1148,-19.127202803988556
5634,16874.0586,25711.77151,30796.84788,44899.105,33800.8491,10183.56294,RE-4,4362,IT-12,52746,24156.612,20811,15693,1300,10.484257053036057
6962,16947.9125,25166.842,60802.43817,32754.5455,29373.3509,40534.47698,RE-B,4343,IT-2,54498,26590.887000000002,3416,19971,1009,0.670993223552292
